"Term","WordNet Category","Synset Definition","Frequency","Synset Example"
"strike","social","stop work in order to press demands","15"," ""The auto workers are striking for higher wages""; ""The employees walked out when their demand for better benefits was not met"""
"strike_down","social","declare null and void","1"," make ineffective; ""Cancel the election results""; ""strike down a law"""
"strike_out","social","be unsuccessful in an endeavor","3"," ""The candidate struck out with his health care plan"""
"string_up","social","kill by hanging","1"," ""The murderer was hanged on Friday"""
"strive","social","attempt by employing effort","3"," ""we endeavor to make our customers happy"""
"strong-arm","social","handle roughly","1"," ""He was strong-armed by the policemen"""
"struggle","social","make a strenuous or labored effort","5"," ""She struggled for years to survive without welfare""; ""He fought for breath"""
"stunt","social","check the growth or development of","2"," ""You will stunt your growth by building all these muscles"""
"stymie","social","hinder or prevent the progress or accomplishment of","1"," ""His brother blocked him at every turn"""
"stymy","social","hinder or prevent the progress or accomplishment of","1"," ""His brother blocked him at every turn"""
"subcontract","social","arranged for contracted work to be done by others","2","arranged for contracted work to be done by others"
"subdue","social","put down by force or intimidation","3"," ""The government quashes any attempt of an uprising""; ""China keeps down her dissidents very efficiently""; ""The rich landowners subjugated the peasants working the land"""
"subject","social","make subservient","4"," force to submit or subdue"
"subjugate","social","put down by force or intimidation","2"," ""The government quashes any attempt of an uprising""; ""China keeps down her dissidents very efficiently""; ""The rich landowners subjugated the peasants working the land"""
"submit","social","refer to another person for decision or judgment","9"," ""She likes to relegate difficult questions to her colleagues"""
"suborn","social","incite to commit a crime or an evil deed","1"," ""He suborned his butler to cover up the murder of his wife"""
"subserve","social","be helpful or useful","1","be helpful or useful"
"substitute","social","act as a substitute","3"," ""She stood in for the soprano who suffered from a cold"""
"subvert","social","cause the downfall of","2"," of rulers; ""The Czar was overthrown""; ""subvert the ruling class"""
"succeed","social","attain success or reach a desired goal","3"," ""The enterprise succeeded""; ""We succeeded in getting tickets to the show""; ""she struggled to overcome her handicap and won"""
"succor","social","help in a difficult situation","1","help in a difficult situation"
"succour","social","help in a difficult situation","1","help in a difficult situation"
"sue","social","institute legal proceedings against","2"," file a suit against; ""He was warned that the district attorney would process him""; ""She actioned the company for discrimination"""
"summate","social","form or constitute a cumulative effect","2","form or constitute a cumulative effect"
"superannuate","social","retire and pension (someone) because of age or physical inability","1","retire and pension (someone) because of age or physical inability"
"supercede","social","take the place or move into the position of","1"," ""Smith replaced Miller as CEO after Miller left""; ""the computer has supplanted the slide rule""; ""Mary replaced Susan as the team's captain and the highest-ranked player in the school"""
"superintend","social","watch and direct","2"," ""Who is overseeing this project?"""
"supersede","social","take the place or move into the position of","2"," ""Smith replaced Miller as CEO after Miller left""; ""the computer has supplanted the slide rule""; ""Mary replaced Susan as the team's captain and the highest-ranked player in the school"""
"supervene_upon","social","take the place or move into the position of","1"," ""Smith replaced Miller as CEO after Miller left""; ""the computer has supplanted the slide rule""; ""Mary replaced Susan as the team's captain and the highest-ranked player in the school"""
"supervise","social","watch and direct","2"," ""Who is overseeing this project?"""
"supplant","social","take the place or move into the position of","2"," ""Smith replaced Miller as CEO after Miller left""; ""the computer has supplanted the slide rule""; ""Mary replaced Susan as the team's captain and the highest-ranked player in the school"""
"supply","social","circulate or distribute or equip with","5"," ""issue a new uniform to the children""; ""supply blankets for the beds"""
"support","social","give moral or psychological support, aid, or courage to","9"," ""She supported him during the illness""; ""Her children always backed her up"""
"suppress","social","come down on or keep down by unjust use of one's authority","4"," ""The government oppresses political activists"""
